sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-73,BN-BB-73-01,349.0,2026-06-03,2028-07-01,active,2026-06-16,Summer Comb,CareWell Distributors,,,2028-07-01
BB-7300,BN-BB-7300-01,201.0,2026-06-12,,active,2026-06-19,Venezia Large Bowl - Tempered Glass,OilTrade AP,,,
BB-7307,BN-BB-7307-01,286.0,2026-06-03,2026-11-26,active,2026-06-18,Pickle - Fish,SweetSource Regional,,,2026-11-26
BB-7323,BN-BB-7323-01,918.0,2026-06-08,2027-03-26,active,2026-06-16,"Radler - Non Alcoholic Malt Drink, Mint & Lime",BevCorp India,,,2027-03-26
BB-7329,BN-BB-7329-01,0.0,2025-09-23,2026-06-12,disposed,2025-10-03,Vacuum Fried Chickpea - Chilli,BakeMaster Artisans,2026-06-28 16:09:42,USR002,2026-06-12
BB-7339,BN-BB-7339-01,643.0,2026-06-14,2028-05-19,active,2026-06-18,Moisturising Cow's Ghee Soap,CareWell Distributors,,,2028-05-19
BB-7347,BN-BB-7347-01,598.0,2026-05-31,2028-06-01,active,2026-06-16,Glowing Gold Facial Kit,CareWell Distributors,,,2028-06-01
BB-7372,BN-BB-7372-01,5361.0,2026-06-06,2028-04-12,active,2026-06-16,"Visible White Toothpaste - Sparkling Mint, Saver Pack",CareWell Distributors,,,2028-04-12
BB-7373,BN-BB-7373-01,4029.0,2026-06-06,2027-06-19,active,2026-06-18,Buffalo Ghee/Tuppa - Special Grade with Milk Fat,GrainCo Vijayawada,,,2027-06-19
BB-7377,BN-BB-7377-01,474.0,2026-06-07,2027-03-29,active,2026-06-18,Lemon Sauce,BakeMaster Artisans,,,2027-03-29
BB-7385,BN-BB-7385-01,135.0,2024-06-16,,active,2024-06-27,Opalware Classique Dinner Set - Dazzle Purple,SeasonProof Gear,,,
BB-7387,BN-BB-7387-01,26.0,2025-12-20,2026-08-23,active,2025-12-24,Wafers - Waffy (Vanilla Flavor),SweetSource Regional,,,2026-08-23
BB-7406,BN-BB-7406-01,346.0,2026-06-05,2027-03-10,active,2026-06-17,100% Spanish Extra Virgin Olive Oil,PaperEdge Stationery,,,2027-03-10
BB-7407,BN-BB-7407-01,364.0,2026-06-06,2027-02-15,active,2026-06-16,"Non-Alcoholic Beer Can - Malt Beverage, Apple Flavour",BevCorp India,,,2027-02-15
BB-7418,BN-BB-7418-01,368.0,2026-06-01,2027-02-23,active,2026-06-16,"Atta - Sugar Control Release, Low Gi",FruitKing South,,,2027-02-23
BB-7419,BN-BB-7419-01,419.0,2026-06-06,2027-06-24,active,2026-06-15,Afresh Appliance Descaler,CleanHome Supplies,,,2027-06-24
BB-7421,BN-BB-7421-01,468.0,2026-06-06,2028-06-23,active,2026-06-19,Kabaj Churna,CareWell Distributors,,,2028-06-23
BB-7442,BN-BB-7442-01,1274.0,2026-06-07,2027-05-13,active,2026-06-16,K120 USB Keyboard Wired,CleanHome Supplies,,,2027-05-13
BB-7456,BN-BB-7456-01,2491.0,2026-06-01,2027-07-02,active,2026-06-16,"Spray - Home & Office Air Freshener, Violet Valley Bloom",CleanHome Supplies,,,2027-07-02
BB-7477,BN-BB-7477-01,686.0,2026-06-09,2028-04-09,active,2026-06-19,Momentum Men Eau De Toilette,CareWell Distributors,,,2028-04-09
BB-7478,BN-BB-7478-01,188.0,2026-06-02,2026-12-08,active,2026-06-17,Custard Powder Vanilla,SweetSource Regional,,,2026-12-08
BB-7479,BN-BB-7479-01,1051.0,2026-06-07,2026-12-16,active,2026-06-15,Manchow + Tomato Soup,SweetSource Regional,,,2026-12-16
BB-7494,BN-BB-7494-01,46.0,2026-06-11,2026-09-08,active,2026-06-19,Sapota,FruitKing South,,,2026-07-10
BB-7514,BN-BB-7514-01,463.0,2026-06-01,2028-05-22,active,2026-06-15,"Hair Cleanser - Amla & Bhringraj, SLS & Paraben Free",CareWell Distributors,,,2028-05-22
BB-7555,BN-BB-7555-01,839.0,2026-06-03,2027-03-04,active,2026-06-15,Darjeeling Tea - Long Leaf,BevCorp India,,,2027-03-04
BB-7557,BN-BB-7557-01,413.0,2026-06-10,2028-07-21,active,2026-06-19,Clove Pure Essential Oil,CareWell Distributors,,,2028-07-21
BB-7574,BN-BB-7574-01,104.0,2026-06-05,2027-03-18,active,2026-06-17,Peach Tea Flavoured Syrup,BevCorp India,,,2027-03-18
BB-7575,BN-BB-7575-01,335.0,2026-06-11,,active,2026-06-16,Naturally Grown - Italian Basil Seeds,FruitKing South,,,
BB-7599,BN-BB-7599-01,1695.0,2026-06-10,2028-04-15,active,2026-06-18,Juicy Berry Lip Balm,CareWell Distributors,,,2028-04-15
BB-7600,BN-BB-7600-01,933.0,2026-06-08,2026-11-29,active,2026-06-16,Ompudi,SweetSource Regional,,,2026-11-29
BB-7601,BN-BB-7601-01,2217.0,2026-06-08,,active,2026-06-15,Maxx Pet Container - Yellow,FruitKing South,,,
BB-7604,BN-BB-7604-01,1202.0,2026-06-07,2028-06-20,active,2026-06-15,"Lamb & Vegetables Dog Food - Adult, All Breeds",BabyBase Supplies,,,2028-06-20
BB-762,BN-BB-762-01,904.0,2026-06-12,,active,2026-06-17,Peeler Jumbo Assorted Color,GrainCo Vijayawada,,,
BB-7648,BN-BB-7648-01,225.0,2026-06-13,2027-06-19,active,2026-06-19,Powder - Dry Mango,GrainCo Vijayawada,,,2027-06-19
BB-7663,BN-BB-7663-01,153.0,2026-06-09,2028-04-01,active,2026-06-20,"Freedom Reusable Menstrual Cup & Wash - Medium, Pre Childbirth",CareWell Distributors,,,2028-04-01
BB-7678,BN-BB-7678-01,4713.0,2026-06-05,2028-04-07,active,2026-06-16,"Total Effects 7-In-1 - Anti-Ageing Skin Cream Moisturizer, Normal SPF15",CareWell Distributors,,,2028-04-07
BB-7702,BN-BB-7702-01,91.0,2026-06-16,2026-09-06,active,2026-06-20,Beans - Julienne,FruitKing South,,,2026-07-10
BB-7707,BN-BB-7707-01,761.0,2026-06-13,,active,2026-06-20,Hareli Kitchen Jar,BevCorp India,,,
BB-771,BN-BB-771-01,2128.0,2026-06-02,2028-05-04,active,2026-06-16,"Passion, Vanilla Shower Gel With Skin Conditioners",CareWell Distributors,,,2028-05-04
BB-7710,BN-BB-7710-01,141.0,2025-09-22,2026-10-19,active,2025-10-01,Six Cheese Pasta Sauce,SeasonProof Gear,,,2026-07-03
BB-7714,BN-BB-7714-01,479.0,2026-06-05,2027-02-05,active,2026-06-17,Cinnamon Sugar,PaperEdge Stationery,,,2027-02-05
BB-7716,BN-BB-7716-01,1098.0,2026-06-11,2028-04-25,active,2026-06-20,Facial Scrub - Papaya,CareWell Distributors,,,2028-04-25
BB-7717,BN-BB-7717-01,283.0,2026-06-03,2028-06-15,active,2026-06-16,Face Wash - Turmeric & Berberries + Anti Tan Skin Lightening,CareWell Distributors,,,2028-06-15
BB-7723,BN-BB-7723-01,666.0,2026-06-02,2028-07-12,active,2026-06-15,Citrodora & Clary Sage Hair Oil - Mini,CareWell Distributors,,,2028-07-12
BB-7726,BN-BB-7726-01,25.0,2025-06-16,2026-10-25,active,2025-06-25,Mild Baby Shampoo,BabyBase Supplies,,,2026-07-03
BB-7742,BN-BB-7742-01,2477.0,2026-06-08,2027-03-29,active,2026-06-18,Pumpkin Seeds 100 g + Palm Jaggery 250 g Tin,BabyBase Supplies,,,2027-03-29
BB-7754,BN-BB-7754-01,723.0,2026-05-29,,active,2026-06-15,Aluminium Flat Bottom Patila Tope Pot - Silver,MedLife Wholesale,,,
BB-7755,BN-BB-7755-01,421.0,2026-06-07,2027-03-10,active,2026-06-20,Organic Classic Peach Ice Tea,CleanHome Supplies,,,2027-03-10
BB-7792,BN-BB-7792-01,493.0,2026-05-31,2028-06-26,active,2026-06-15,Homme Eau De Toilette,CareWell Distributors,,,2028-06-26
BB-7793,BN-BB-7793-01,1511.0,2026-06-07,2028-06-15,active,2026-06-15,One Man Show Ruby Deodorant Spray,CareWell Distributors,,,2028-06-15
BB-7817,BN-BB-7817-01,62.0,2024-06-14,2026-08-19,active,2024-06-24,Sportivo Hair Styling Pomade Wax,CareWell Distributors,,,2026-08-19
BB-7818,BN-BB-7818-01,183.0,2026-06-04,2026-12-02,active,2026-06-17,Hyderabadi Biryani Masala Paste - Ready to Cook,SweetSource Regional,,,2026-12-02
BB-782,BN-BB-782-01,1403.0,2026-06-10,2028-08-10,active,2026-06-18,Rice Water Bright Light Cleansing Oil,CareWell Distributors,,,2028-08-10
BB-7826,BN-BB-7826-01,844.0,2026-06-12,2027-07-18,active,2026-06-19,A To Z Incense Sticks,CleanHome Supplies,,,2027-07-18
BB-7830,BN-BB-7830-01,1623.0,2026-06-10,2028-08-11,active,2026-06-15,Hinguvachadi Gulika,CareWell Distributors,,,2028-08-11
BB-7831,BN-BB-7831-01,1364.0,2026-06-06,2028-08-01,active,2026-06-20,De-Tan Bodywash For Men,CareWell Distributors,,,2028-08-01
BB-7836,BN-BB-7836-01,778.0,2026-06-07,2027-05-06,active,2026-06-19,Chilli Nut Chaat,GrainCo Vijayawada,,,2027-05-06
BB-7858,BN-BB-7858-01,1638.0,2026-06-12,,active,2026-06-20,Stylo Medium Tray - Pink,PaperEdge Stationery,,,
BB-7859,BN-BB-7859-01,229.0,2026-06-09,2027-03-10,active,2026-06-20,French Vanilla Hot Brew Bags,BakeMaster Artisans,,,2027-03-10
BB-7904,BN-BB-7904-01,82.0,2025-06-20,2026-08-23,active,2025-06-25,Face Mask - Disposable,CleanHome Supplies,,,2026-08-23
BB-7914,BN-BB-7914-01,606.0,2026-06-08,2026-08-21,active,2026-06-15,Atta Bread,DairyBest Krishna,,,2026-08-21
BB-7921,BN-BB-7921-01,435.0,2026-06-12,2027-02-19,active,2026-06-18,Fruit Plus 21 - Mango Power Squash,BevCorp India,,,2027-02-19
BB-7932,BN-BB-7932-01,124.0,2024-06-05,2026-08-22,active,2024-06-17,Cedarwood Luxury Shower Gel,CareWell Distributors,,,2026-08-22
BB-7942,BN-BB-7942-01,442.0,2026-06-07,2027-05-25,active,2026-06-17,"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",GrainCo Vijayawada,,,2027-05-25
BB-7945,BN-BB-7945-01,1811.0,2026-06-03,,active,2026-06-17,Ultra Alkaline C Battery,GrainCo Vijayawada,,,
BB-7958,BN-BB-7958-01,461.0,2026-06-07,2027-02-13,active,2026-06-17,Organic Idly Podi - MM Special,MedLife Wholesale,,,2027-02-13
BB-798,BN-BB-798-01,1717.0,2026-06-15,,active,2026-06-19,Smart Stackable Cont Set,PaperEdge Stationery,,,
BB-7989,BN-BB-7989-01,873.0,2026-06-04,2028-06-02,active,2026-06-15,Stand & Pee Reusable Portable Urination Funnel For Women,CareWell Distributors,,,2028-06-02
BB-7996,BN-BB-7996-01,2678.0,2026-06-07,2027-02-11,active,2026-06-18,"Green Tea - Mint, Whole Leaf",BevCorp India,,,2027-02-11
BB-800,BN-BB-800-01,1979.0,2026-06-12,,active,2026-06-17,Swiss Milk Mug - Ebony E603,CareWell Distributors,,,
BB-8002,BN-BB-8002-01,88.0,2026-06-07,2027-02-07,active,2026-06-19,Dark Chocolate 75%,BabyBase Supplies,,,2027-02-07
BB-8022,BN-BB-8022-01,35.0,2024-06-24,2026-08-14,active,2024-06-30,Body Wash - Bitter Orange & Mandarin,CareWell Distributors,,,2026-06-18
BB-8030,BN-BB-8030-01,1101.0,2026-06-04,2027-02-25,active,2026-06-19,Chia Seeds - White,FestiveWorld Supplies,,,2027-02-25
BB-8042,BN-BB-8042-01,799.0,2026-06-04,2028-04-01,active,2026-06-19,Perfume Body Spray - Black Outdoor Sport Estiara,CareWell Distributors,,,2028-04-01
BB-8048,BN-BB-8048-01,741.0,2026-06-09,2028-06-16,active,2026-06-16,"Proactive Health Dry Dog Food - Smart Puppy Small & Medium Breed, Up To 1 Year",CleanHome Supplies,,,2028-06-16
BB-8066,BN-BB-8066-01,815.0,2026-06-07,2026-11-28,active,2026-06-19,Burger Party,SweetSource Regional,,,2026-11-28
BB-8087,BN-BB-8087-01,281.0,2025-09-13,2026-08-28,active,2025-09-26,"Instant Tea Premix - Masala, Regular Sugar",BabyBase Supplies,,,2026-08-28
BB-8094,BN-BB-8094-01,43.0,2024-06-17,2026-10-03,active,2024-06-23,Herbal Hair Oil,CareWell Distributors,,,2026-07-03
BB-8108,BN-BB-8108-01,1809.0,2026-06-09,2026-11-27,active,2026-06-18,"Original - Ready To Fry Mini Rice Papad, Cumin",SweetSource Regional,,,2026-11-27
BB-8110,BN-BB-8110-01,2339.0,2026-06-14,2027-03-27,active,2026-06-18,Cheese Cubes,GrainCo Vijayawada,,,2027-03-27
BB-8123,BN-BB-8123-01,1196.0,2026-06-05,2026-11-16,active,2026-06-15,GMS - Glyceryl Mono Stearate,SweetSource Regional,,,2026-11-16
BB-8131,BN-BB-8131-01,1044.0,2026-06-05,2027-05-14,active,2026-06-20,Camphor Tablets,CleanHome Supplies,,,2027-05-14
BB-8132,BN-BB-8132-01,1791.0,2026-06-03,2028-08-07,active,2026-06-15,Flash Deodorant - Body Spray,CareWell Distributors,,,2028-08-07
BB-8156,BN-BB-8156-01,1209.0,2026-06-01,2028-06-26,active,2026-06-18,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone",CareWell Distributors,,,2028-06-26
BB-816,BN-BB-816-01,1574.0,2026-06-04,2028-05-25,active,2026-06-15,Age Miracle Wrinkle Corrector SPF 18 PA++ Day Cream,CareWell Distributors,,,2028-05-25
BB-8168,BN-BB-8168-01,507.0,2026-06-05,2027-02-17,active,2026-06-17,Classic Instant Coffee,BevCorp India,,,2027-02-17
BB-8173,BN-BB-8173-01,426.0,2026-06-14,2027-07-02,active,2026-06-19,"Disinfectant Surface & Floor Cleaner Liquid - Neem, Kills 99.9% Germs",CleanHome Supplies,,,2027-07-02
BB-8175,BN-BB-8175-01,1543.0,2026-06-09,2028-07-10,active,2026-06-19,Brahmi Oil,CareWell Distributors,,,2028-07-10
BB-818,BN-BB-818-01,67.0,2026-06-06,2026-08-21,active,2026-06-16,Pork - Cumberland,PaperEdge Stationery,,,2026-07-09
BB-8188,BN-BB-8188-01,150.0,2026-06-08,2026-10-18,active,2026-06-18,"Ham - Champagine Chicken, Smoked",CleanHome Supplies,,,2026-07-09
BB-8190,BN-BB-8190-01,1088.0,2026-06-02,2026-12-09,active,2026-06-17,Pickle - Mango Sliced,SweetSource Regional,,,2026-12-09
BB-8205,BN-BB-8205-01,34.0,2025-06-13,2026-08-23,active,2025-06-24,Powder - Black Pepper,GrainCo Vijayawada,,,2026-06-20
BB-8209,BN-BB-8209-01,378.0,2026-06-12,2027-03-18,active,2026-06-19,Roasted Coconut Chips - Slightly Salted,FruitKing South,,,2027-03-18
BB-8212,BN-BB-8212-01,102.0,2026-06-08,2026-11-30,active,2026-06-17,Ginger Paste,SweetSource Regional,,,2026-11-30
BB-8233,BN-BB-8233-01,4804.0,2026-06-06,2028-04-20,active,2026-06-17,Khaas Lip Balm,CareWell Distributors,,,2028-04-20
BB-8240,BN-BB-8240-01,2188.0,2026-06-03,2027-02-27,active,2026-06-17,Cereal - Blueberry Morning,PaperEdge Stationery,,,2027-02-27
BB-8241,BN-BB-8241-01,1564.0,2026-06-06,2028-03-30,active,2026-06-17,Illuminating Dewy Face Mist,CareWell Distributors,,,2028-03-30
BB-8258,BN-BB-8258-01,509.0,2026-06-08,2027-06-05,active,2026-06-17,"Toilet Roll - 2 Ply -100% Virgin Pulp/Paper, Pack of 4",CleanHome Supplies,,,2027-06-05
BB-8260,BN-BB-8260-01,1991.0,2026-06-06,2027-03-17,active,2026-06-15,Darjeeling Black Tea,FestiveWorld Supplies,,,2027-03-17
BB-8270,BN-BB-8270-01,110.0,2026-06-09,2027-02-27,active,2026-06-19,Cardamom Seed Powder,GrainCo Vijayawada,,,2027-02-27
BB-8271,BN-BB-8271-01,65.0,2025-09-17,2026-08-22,active,2025-09-28,Holy Moly Mango Ice Cream,OilTrade AP,,,2026-08-22
BB-8275,BN-BB-8275-01,25.0,2024-06-19,2026-08-27,active,2024-06-25,Vanilla Lip Balm,CareWell Distributors,,,2026-06-28
BB-8278,BN-BB-8278-01,124.0,2025-09-25,2026-08-17,active,2025-10-09,Value Pack - Cranberry Almond Crisps + Almond Vanilla Crunch,FreshFarm Veg Market,,,2026-08-17
BB-8286,BN-BB-8286-01,196.0,2026-06-08,2026-12-05,active,2026-06-18,Besan Laddu,SweetSource Regional,,,2026-12-05
BB-8292,BN-BB-8292-01,2320.0,2026-06-12,2027-03-16,active,2026-06-19,Keto Namak Paare,FestiveWorld Supplies,,,2027-03-16
BB-8322,BN-BB-8322-01,1512.0,2026-06-05,2027-07-08,active,2026-06-17,"Clothes-Accessories Hanger - Plastic, Red - RedÂ  BB BB 588 3",CleanHome Supplies,,,2027-07-08
BB-8337,BN-BB-8337-01,422.0,2026-06-07,2028-04-23,active,2026-06-15,Verge & Sheer Perfume For Pair,CareWell Distributors,,,2028-04-23
BB-834,BN-BB-834-01,3736.0,2026-06-12,2028-04-09,active,2026-06-19,Powder - Neem,CareWell Distributors,,,2028-04-09
BB-8357,BN-BB-8357-01,4753.0,2026-06-03,2028-08-14,active,2026-06-15,Deodorant Spray - Gold,CareWell Distributors,,,2028-08-14
BB-8371,BN-BB-8371-01,1836.0,2026-06-10,2026-11-23,active,2026-06-18,Yumitos Masala - Potato Chips,SweetSource Regional,,,2026-11-23
BB-8373,BN-BB-8373-01,1120.0,2026-06-06,2026-12-03,active,2026-06-15,Roasted Peanuts - Nimboo Pudina,SweetSource Regional,,,2026-12-03
BB-8376,BN-BB-8376-01,4909.0,2026-06-06,2028-07-28,active,2026-06-20,Wet Cat Food Tuna In Jelly For Cats +1 Year + Kittens 2-12 Months (6x85 g each),DairyBest Krishna,,,2028-07-28
BB-8394,BN-BB-8394-01,4969.0,2026-06-06,,active,2026-06-18,Aluminium Hammered Finish Tope Patila - Silver,FruitKing South,,,
BB-8395,BN-BB-8395-01,1692.0,2026-06-09,2027-05-24,active,2026-06-20,Shahi Paneer Masala,GrainCo Vijayawada,,,2027-05-24
BB-8405,BN-BB-8405-01,230.0,2026-06-11,2027-03-28,active,2026-06-18,Marshmallow - Bicolour,CareWell Distributors,,,2027-03-28
BB-8418,BN-BB-8418-01,2378.0,2026-06-08,2027-02-27,active,2026-06-15,"Diwali Gift - Cane Delight, Small",OilTrade AP,,,2027-02-27
BB-8435,BN-BB-8435-01,258.0,2026-06-12,2027-07-18,active,2026-06-19,Agarbathi - Variety Combi Pcke Pure,CleanHome Supplies,,,2027-07-18
BB-8443,BN-BB-8443-01,498.0,2026-06-03,2027-06-14,active,2026-06-15,Chakra Stainless Steel Scrub,CleanHome Supplies,,,2027-06-14
BB-8450,BN-BB-8450-01,225.0,2026-06-10,,active,2026-06-19,"Pet Plastic Water Bottle - Violet, Victoria",BakeMaster Artisans,,,
BB-846,BN-BB-846-01,440.0,2026-06-02,2027-05-10,active,2026-06-15,Ranipal- Fabric Whitener,CleanHome Supplies,,,2027-05-10
BB-8469,BN-BB-8469-01,73.0,2026-06-07,2026-09-07,active,2026-06-20,Leeks,FruitKing South,,,2026-07-10
BB-847,BN-BB-847-01,453.0,2026-06-17,2027-04-03,active,2026-06-20,Candy - Crazy Sours,FreshFarm Veg Market,,,2027-04-03
BB-8500,BN-BB-8500-01,231.0,2026-06-11,2027-03-18,active,2026-06-16,Green Tea With Moringa,BevCorp India,,,2027-03-18
BB-8506,BN-BB-8506-01,1636.0,2026-06-04,,active,2026-06-17,"Aluminium Hammered Finish Tope Patila - With Lid, Silver",FestiveWorld Supplies,,,
BB-8507,BN-BB-8507-01,2431.0,2026-06-10,2026-12-01,active,2026-06-20,Milk Chocolate - Salted Peanut Praline,SweetSource Regional,,,2026-12-01
BB-851,BN-BB-851-01,4484.0,2026-06-15,,active,2026-06-20,Swiss Milk Mug - White,SeasonProof Gear,,,
BB-8511,BN-BB-8511-01,92.0,2026-06-02,2027-02-12,active,2026-06-18,Hot Chicken Flavour Ramen,CleanHome Supplies,,,2027-02-12
BB-8512,BN-BB-8512-01,1374.0,2026-06-06,2028-05-10,active,2026-06-17,Sunrise Brightening Facial Cleanser,CareWell Distributors,,,2028-05-10
BB-8520,BN-BB-8520-01,325.0,2026-05-29,2028-03-31,active,2026-06-15,Hair Fall Control Shampoo - Paraben & SLS Free,CareWell Distributors,,,2028-03-31
BB-8529,BN-BB-8529-01,864.0,2026-06-12,2027-02-21,active,2026-06-16,Crunchy Granola Bars - Dark Chocolate & Espresso,FestiveWorld Supplies,,,2027-02-21
BB-853,BN-BB-853-01,613.0,2026-06-06,2026-09-10,active,2026-06-18,Fresh Catch Basa Fish Portions,FruitKing South,,,2026-07-09
BB-8540,BN-BB-8540-01,797.0,2026-06-09,2028-05-13,active,2026-06-15,Natural Styling & Hold Hair Cream,CareWell Distributors,,,2028-05-13
BB-8548,BN-BB-8548-01,585.0,2026-06-09,,active,2026-06-19,Glass Fame Coffee Cup & Saucer Set - Blue,BakeMaster Artisans,,,
BB-8564,BN-BB-8564-01,916.0,2026-06-04,,active,2026-06-16,HimCal - Pet,SeasonProof Gear,,,
BB-8587,BN-BB-8587-01,372.0,2026-06-07,2027-03-10,active,2026-06-18,Kalamata Olives,BevCorp India,,,2027-03-10
BB-859,BN-BB-859-01,772.0,2026-06-16,2028-08-07,active,2026-06-20,Gold Massage Cream,CareWell Distributors,,,2028-08-07
BB-8598,BN-BB-8598-01,932.0,2026-06-11,2027-03-01,active,2026-06-20,Peri Peri Sauce,BevCorp India,,,2027-03-01
BB-8624,BN-BB-8624-01,485.0,2026-06-01,2027-03-14,active,2026-06-18,Papaya Lemon Dia Jam,FreshFarm Veg Market,,,2027-03-14
BB-8625,BN-BB-8625-01,2103.0,2026-06-06,2027-03-04,active,2026-06-16,Nougatelli Cookies,ChillZone Logistics,,,2027-03-04
BB-8630,BN-BB-8630-01,1370.0,2026-06-05,,active,2026-06-17,"Glass Bottle With Plastic Outer  - Blue, BB1315",DairyBest Krishna,,,
BB-8649,BN-BB-8649-01,400.0,2026-06-08,2027-02-20,active,2026-06-18,Darjeeling Black Tea - Bodh Second Flush,BevCorp India,,,2027-02-20
BB-8656,BN-BB-8656-01,601.0,2026-06-07,2026-08-20,active,2026-06-20,Probiotic Curd,DairyBest Krishna,,,2026-08-20
BB-8658,BN-BB-8658-01,566.0,2025-06-09,2026-08-24,active,2025-06-22,Baby Happy Two-Layer Universal Tissues,BabyBase Supplies,,,2026-08-24
BB-8668,BN-BB-8668-01,658.0,2026-06-08,2027-03-18,active,2026-06-19,Cream Wafers - Orange Flavored,SeasonProof Gear,,,2027-03-18
BB-8675,BN-BB-8675-01,337.0,2026-06-10,,active,2026-06-19,Glass Cup & Saucer Set,BevCorp India,,,
BB-8681,BN-BB-8681-01,0.0,2024-06-17,2026-06-18,disposed,2024-06-25,"Shankhapushpi Syrup - Memory & Concentration Booster, For All Ages",CareWell Distributors,2026-06-28 15:49:29,USR002,2026-06-18
BB-8691,BN-BB-8691-01,1530.0,2026-06-01,2027-06-19,active,2026-06-16,"Christmas-Xmas Paper Hangable Santa Snowman Decoration - Multicolour, BB1126-5",CleanHome Supplies,,,2027-06-19
BB-8697,BN-BB-8697-01,494.0,2026-06-13,2027-06-21,active,2026-06-19,Fevicryl - Pearl Kit,CleanHome Supplies,,,2027-06-21
BB-8698,BN-BB-8698-01,565.0,2026-06-08,2027-03-16,active,2026-06-20,Sour Cream & Onion,CareWell Distributors,,,2027-03-16
BB-87,BN-BB-87-01,4228.0,2026-06-10,,active,2026-06-17,"Chai/Stainless Steel Coffee Mug - Drown Your All Troubles, Double Walled",SeasonProof Gear,,,
BB-8701,BN-BB-8701-01,215.0,2026-06-06,2028-06-27,active,2026-06-16,Deodorant Spray For Men - Urge,CareWell Distributors,,,2028-06-27
BB-8709,BN-BB-8709-01,968.0,2026-06-05,2027-06-28,active,2026-06-19,Dhara  Oil - Groundnut 5L + Madhur Sugar - Refined 1Kg,GrainCo Vijayawada,,,2027-06-28
BB-8713,BN-BB-8713-01,4954.0,2026-06-06,2028-07-23,active,2026-06-15,Blu Perfume Deodorant For Men,CareWell Distributors,,,2028-07-23
BB-8722,BN-BB-8722-01,623.0,2026-06-02,2028-06-12,active,2026-06-16,Neem Shampoo - Anti-Dandruff Formula,CareWell Distributors,,,2028-06-12
BB-8727,BN-BB-8727-01,4230.0,2026-06-05,,active,2026-06-19,Coco Peat,MedLife Wholesale,,,
BB-8766,BN-BB-8766-01,235.0,2026-06-09,2027-03-10,active,2026-06-16,Amla Flakes,CareWell Distributors,,,2027-03-10
BB-8767,BN-BB-8767-01,4787.0,2026-06-07,2028-04-18,active,2026-06-20,Wipeout Germ Killing Hand Cream,CareWell Distributors,,,2028-04-18
BB-8772,BN-BB-8772-01,2015.0,2026-06-07,2027-02-10,active,2026-06-19,Original Tonic Water - All Natural,SweetSource Regional,,,2027-02-10
BB-878,BN-BB-878-01,191.0,2026-06-06,2027-02-08,active,2026-06-17,Amla Plus,BevCorp India,,,2027-02-08
BB-8784,BN-BB-8784-01,290.0,2026-06-12,2027-06-21,active,2026-06-19,Total Care Medium - 54 Diaper Pants,BabyBase Supplies,,,2027-06-21
BB-8791,BN-BB-8791-01,130.0,2026-06-11,2027-06-02,active,2026-06-20,Silicone Pacifier Step 3 - Cherry,BabyBase Supplies,,,2027-06-02
BB-8798,BN-BB-8798-01,472.0,2026-06-07,2028-06-24,active,2026-06-15,Advansed Aloe Vera Enriched Coconut Hair Oil,CareWell Distributors,,,2028-06-24
BB-8801,BN-BB-8801-01,95.0,2024-06-20,2026-08-17,active,2024-06-30,Soap,CareWell Distributors,,,2026-08-17
BB-8803,BN-BB-8803-01,340.0,2026-06-08,2027-05-17,active,2026-06-19,"Laundry Basket With Handle - Printed Non-Woven Cloth, Majenta",CleanHome Supplies,,,2027-05-17
BB-8808,BN-BB-8808-01,185.0,2026-05-25,2027-02-11,active,2026-05-31,Chocopie,ChillZone Logistics,,,2027-02-11
BB-8813,BN-BB-8813-01,652.0,2026-06-12,2027-02-28,active,2026-06-18,Herbal Tea - Organic Turmeric Chamomile,BevCorp India,,,2027-02-28
BB-8827,BN-BB-8827-01,233.0,2026-06-07,2027-03-12,active,2026-06-19,"Santra, Orange Juice",BevCorp India,,,2027-03-12
BB-8843,BN-BB-8843-01,1099.0,2026-06-09,,active,2026-06-17,"Plastic Twister Container - Big, Brown",FreshFarm Veg Market,,,
BB-8857,BN-BB-8857-01,62.0,2025-09-14,2026-09-14,active,2025-09-21,Chilli Sauce,BakeMaster Artisans,,,2026-06-28
